34424,4,0.213191,0
34426,6,0.000000,0
34430,4,0.217831,0
34435,4,0.234226,0
34440,4,0.243643,0
34446,4,0.252828,0
34451,4,0.254519,0
34457,4,0.257510,0
34462,4,0.259247,0
34468,4,0.264880,0
34473,4,0.269491,0
34479,4,0.272956,0
34484,4,0.269291,0
34489,4,0.270715,0
34495,4,0.265414,0
34501,4,0.263996,0
34506,4,0.261082,0
34512,4,0.267176,0
34518,4,0.258013,0
34523,4,0.255993,0
34529,4,0.260086,0
34545,4,1.411779,1
34547,5,0.000000,1
34551,4,1.666971,1
34557,4,2.623822,1
34563,4,3.557813,1
34568,4,3.785262,1
34574,4,4.115123,1
34580,4,4.677995,1
34585,4,4.931590,1
34591,4,5.184204,1
34597,4,5.470525,1
34602,4,5.766857,1
34607,4,6.335340,1
34613,4,7.082631,1
34619,4,7.687710,1
34625,4,8.064177,1
34630,4,9.073627,1
34636,4,9.512847,1
34641,4,10.345428,1
34647,4,10.261797,1
34653,4,10.530096,1
34659,4,10.370880,1
34664,4,10.495110,1
34670,4,10.406483,1
34676,4,9.891554,1
34681,4,9.871880,1
34687,4,10.297725,1
34692,4,10.970427,1
34698,4,11.486219,1
34703,4,11.941399,1
34709,4,12.128367,1
34714,4,12.949547,1
34720,4,12.626410,1
34725,4,12.972298,1
34731,4,12.948483,1
34736,4,13.000517,1
34742,4,12.930246,1
34747,4,13.258496,1
34753,4,12.865107,1
34758,4,13.638765,1
34764,4,13.842926,1
34769,4,13.839060,1
34775,4,13.748199,1
34780,4,13.655146,1
34785,4,13.529742,1
34791,4,13.777364,1
34796,4,13.337774,1
34802,4,12.334043,1
34807,4,12.384341,1
34813,4,12.891438,1
34818,4,12.620300,1
34824,4,12.187801,1
34829,4,12.916641,1
34834,4,12.732740,1
34840,4,12.975156,1
34845,4,13.758730,1
34850,4,13.448496,1
34856,4,13.471025,1
34861,4,13.566177,1
34867,4,13.723117,1
34872,4,13.060471,1
34878,4,13.034358,1
34884,4,12.973712,1
34889,4,13.374964,1
34895,4,14.032234,1
34900,4,13.988589,1
34906,4,14.265663,1
34911,4,14.241610,1
34917,4,14.198793,1
34922,4,13.196642,1
34928,4,14.050531,1
34933,4,14.375488,1
34939,4,14.604612,1
34944,4,14.864192,1
34949,4,14.937709,1
34955,4,14.272456,1
34960,4,14.615964,1
34966,4,14.585997,1
34971,4,15.263159,1
34976,4,14.335936,1
34982,4,14.269293,1
34988,4,14.434728,1
34993,4,14.450955,1
34999,4,13.976480,1
35004,4,14.204700,1
35010,4,15.027954,1
35015,4,14.664558,1
35020,4,15.191098,1
35026,4,15.360499,1
35031,4,15.735469,1
35036,4,14.892662,1
35042,4,14.118449,1
35048,4,13.827982,1
35054,4,13.662500,1
35059,4,12.975157,1
35065,4,13.478792,1
35070,4,13.306140,1
35076,4,13.087199,1
35081,4,12.251238,1
35087,4,12.441950,1
35092,4,13.103333,1
35097,4,13.703760,1
35103,4,14.008227,1
35109,4,14.358803,1
35114,4,13.946724,1
35120,4,13.278033,1
35125,4,13.445521,1
35130,4,13.218643,1
35136,4,13.500978,1
35141,4,13.581156,1
35147,4,14.254198,1
35152,4,14.370938,1
35158,4,14.586947,1
35163,4,14.206091,1
35169,4,14.435643,1
35174,4,14.151987,1
35180,4,14.047470,1
35185,4,13.802861,1
35191,4,14.454572,1
35196,4,14.601359,1
35202,4,14.304128,1
35207,4,13.671512,1
35213,4,14.255567,1
35219,4,13.882986,1
35224,4,14.053370,1
35230,4,14.507948,1
35235,4,14.898206,1
35241,4,15.478716,1
35246,4,15.203801,1
35251,4,14.797737,1
35257,4,14.868240,1
35262,4,14.860033,1
35267,4,14.368567,1
35273,4,14.264140,1
35278,4,14.479960,1
35284,4,14.387341,1
35289,4,14.062922,1
35295,4,14.872282,1
35300,4,14.053182,1
35305,4,13.840922,1
35311,4,13.696762,1
35316,4,13.652954,1
35322,4,13.458433,1
35327,4,13.639630,1
35332,4,13.452487,1
35338,4,12.916159,1
35343,4,13.262980,1
35349,4,13.293078,1
35354,4,12.724176,1
35360,4,13.200729,1
35365,4,13.186762,1
35371,4,13.576902,1
35376,4,13.512064,1
35381,4,14.015361,1
35387,4,14.560064,1
35392,4,14.207196,1
35398,4,14.989095,1
35403,4,14.472855,1
35409,4,15.492038,1
35415,4,15.694284,1
35420,4,15.815312,1
35426,4,15.936691,1
35431,4,15.364235,1
35437,4,15.497137,1
35442,4,15.272470,1
35448,4,15.378741,1
35453,4,14.672727,1
35459,4,14.143394,1
35464,4,14.464902,1
35470,4,14.313543,1
35475,4,14.173464,1
35481,4,14.214314,1
35486,4,13.925014,1
35492,4,13.694102,1
35497,4,13.233538,1
35503,4,14.003531,1
35509,4,13.977719,1
35514,4,14.054011,1
35520,4,13.436694,1
35525,4,13.674942,1
35531,4,13.266802,1
